phoneme_label,representation,response,n_obs,speaker_random_variance,residual_variance,icc
a,acoustic,f1_lobanov,3099,0.022809191616008674,0.5795470272456141,0.03786661596872888
a,whisper_layer20,whisper_pc1,3099,0.5669635445043083,12.77369319384769,0.04249892307583252
a,xlsr_layer18,xlsr_pc1,3099,19.350600305259285,602.0574471467302,0.03113992550402935
